shortcode,handle,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,likes,comments,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption,coder,source_file,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks
DQzSlpiiHVN,theluxuryhomeshow,ok,ok,reel,2M followers,2000000,2361,2572,28,306,0,False,0,1,False,False,"Inside interior stylist Sara Mungeam's (@houseobsessed) London home, a study in Scandinavian-inspired design and quiet sophistication.  Defined by clean lines, tactile materials, and an effortless sense of flow, the space balances minimalism with warmth.  To see the full tour, head to our YouTube channel.",cover-v2-embed,cover_r04_053.json,stairs_hall,house,none,scandinavian,organic_modern,warm,medium,mixed,False,True,,real_existing,real_footage,professional camera photo/footage of a real named London home with the homeowner and her dog,medium,high,"The stylist-homeowner poses with her whippet in an oversized timber front door, framing an oak staircase and a brass globe-cluster pendant.",descriptive,"Inside interior stylist Sara Mungeam's (@houseobsessed) London home, a study in Scandinavian-inspired design and quiet s",link_in_bio,London,,False,media_publication,en,stairs_hall,beige;brown;black;grey,wood;concrete;metal;glass,none,person;door_or_threshold
DSYXuioEWMl,roni_wil,ok,ok,reel,23K followers,23000,19,7612,36,174,8,False,0,0,False,False,Turning my another industrial space into a work and hangout zone . . . #newyork #newyorkstreetstyle #aiinfluencer #loft #newyork_ig #newyorkstyle #loftinterior #streetfashion,cover-v2-embed,cover_r04_053.json,living_room,apartment,none,industrial,,warm,medium,mixed,False,False,,aspirational_realistic,ai_generated,"caption hashtag #aiinfluencer; over-clean, evenly detailed AI-typical rendering of a styled warehouse",medium,high,"High-angle view down into a cavernous concrete-and-steel warehouse set up as a hangout with ping-pong table, leather sofa, tiger rug and gaming desk.",descriptive,Turning my another industrial space into a work and hangout zone . . . #newyork #newyorkstreetstyle #aiinfluencer #loft ,none,New York (hashtag),,True,ai_creator,en,living_room;office,grey;brown;orange;green,concrete;metal;glass;wood;leather;plants;fabric,none,dramatic_scale
DbNaY3hIyOW,asr_design_studio,ok,ok,reel,26K followers,26000,811,82,,469,0,False,4,1,False,False,"✨ ASR Design Studio ✨  Коридор в стиле неоклассика — первое впечатление, которое остаётся в памяти.  Лёгкая роскошь, благородные материалы, изящные формы и внимание к каждой детали превращают обычный коридор в настоящее произведение искусства.  Создайте пространство, которое будет говорить о вашем вкусе с первого взгляда.  ASR Design Studio — создаём интерьеры вне времени.  📞 Телефон: +992 902 12 44 88  📲 Instagram: @asr_design_studio WhatsApp | Telegram | Facebook",cover-v2-embed,cover_r04_053.json,stairs_hall,none_visible,none,neoclassical,modern_luxury,warm,bright,mixed,False,False,ASR DESIGN STUDIO | +992 902 12 44 88 | @ASR_DESIGN_STUDIO,aspirational_realistic,3d_render,"flawless CG visualization look with perfect symmetry and surfaces, studio logo and contact overlay; design-studio concept",medium,high,"Symmetric render of a neoclassical entry corridor under a cascading crystal branch chandelier, with inlaid marble floor and a gold-disc feature wall.",promotional,✨ ASR Design Studio ✨,dm,,,False,designer_studio,ru,stairs_hall;dining,white;beige;brown;gold,marble;glass;wood;metal;plaster;plants,none,text_overlay;empty_room
Db25-KPNaeF,fushuhousedesign,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r04_053.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXQWcRmSb28,arcsurfaces.co,ok,ok,reel,4K followers,4000,136,150,,339,5,False,0,0,False,False,"Japandi, but make it timeless.  Not trends, but tones that last. Not more, but better. Where every texture is intentional, and every detail feels at ease.  Because true luxury doesn't age — it evolves.  Save this for a space that stays timeless.  Top 5 hashtags: #Japandi #SingaporeInteriors #SGInteriorDesign #SGRenovation #InteriorDesign",cover-v2-embed,cover_r04_053.json,stairs_hall,none_visible,none,japandi,minimalist,warm,bright,mixed,False,False,,aspirational_realistic,unclear,"very smooth, noise-free render/AI-like corridor with no people; caption does not say how it was made",medium,medium,"Calm, symmetrical Japandi corridor of limewash walls, linen curtains and a jute runner leading to a potted olive tree with LED skirting glow.",aspirational,"Japandi, but make it timeless.",save_share,Singapore (hashtag),,False,brand_manufacturer,en,stairs_hall,beige;white;brown;green,plaster;wood;fabric;plants;glass,none,empty_room
DIpVJEKpge0,nuconbuilders,removed,no_cover,unknown,,,,,,0,0,False,0,0,False,False,,cover-v2-embed,cover_r04_053.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJUR-tkswbV,cozylllusions,ok,ok,reel,737K followers,737000,330,30092,216,471,20,True,0,0,False,True,"A slow summer day in a Mediterranean paradise — stone walls, sea breeze, olive trees, and the scent of fresh herbs in the air. Would you spend a whole season here? #mediterraneanhome #coastalstyle #slowliving #rusticliving #summerhouse #seasidevibes #mediterraneaninterior #coastaldecor #greekislandstyle #outdoorkitchen #seaviewhome #bougainvillea #olivetreevibes #cottageaesthetic #mediterraneanescape #sunshinedays #summervibes #coastalretreat #holidayvibes #cozyreels",cover-v2-embed,cover_r04_053.json,terrace_outdoor,house,ocean_beach,mediterranean,rustic_cozy,neutral,bright,daylight,False,False,This is what Mediterranean dreams are made of... | @cozyIllusions,stylized_dreamy,ai_generated,"account name 'cozy illusions' and a hyper-idealized, AI-typical staged scene; not disclosed in caption",medium,high,"A laid cliff-top table with blue-patterned plates and lemons under olive branches, overlooking a calm Mediterranean sea beside a whitewashed stone house.",aspirational,"A slow summer day in a Mediterranean paradise — stone walls, sea breeze, olive trees, and the scent of fresh herbs in th",question_engagement,Mediterranean,,False,ai_creator,en,terrace_outdoor;dining;exterior_facade,blue;white;beige;yellow,wood;natural_stone;fabric;rattan;plants;glass,none,text_overlay;view_reveal
DXZQVtiBH6E,balitecturerealty,ok,ok,reel,116K followers,116000,1019,355,,564,0,False,0,0,False,False,"Designed with modern tropical living in mind, the villa showcases a seamless open plan layout that connects the living, dining, and kitchen areas to the lush outdoor garden, creating an inviting space for relaxation or intimate gatherings. Featuring two elegantly appointed bedrooms, the property comes fully furnished and ready for immediate occupancy, complete with refined interiors and functional details throughout. Whether for private residence or high-return investment, this is your ideal choice. Let's get in touch!  USD $239,000 | Fully Furnished | 85465",cover-v2-embed,cover_r04_053.json,living_room,villa,jungle_tropical,tropical,organic_modern,warm,bright,daylight,True,False,,real_existing,real_footage,wide-angle phone walkthrough of a real villa listed for sale with price in caption; logo watermark,medium,high,Wide-angle view across an open-plan tropical villa living/kitchen with teak stools and globe pendants to a glass wall opening onto a pool deck.,descriptive,"Designed with modern tropical living in mind, the villa showcases a seamless open plan layout that connects the living, ",dm,,"USD $239,000",False,real_estate,en,living_room;kitchen;pool;terrace_outdoor,white;brown;yellow;green,wood;glass;concrete;fabric;plants;water;metal,none,pool;view_reveal
C3S6d8-RtGv,greenitecture,ok,ok,reel,341K followers,341000,1001,176043,650,703,32,False,6,5,False,False,🌱 Relax at this jungle oasis! 🥰 . . . 🌿 @artvillascostarica shot by @hypermiggzz . 🤝 DM @greenitecture for collaborations / credit / or removal. . ✉️ greenitectureinfo@gmail.com for more. . Disclaimer: No images posted belong to @greenitecture. All content belongs to the sources mentioned above. . 📈 Hashtags for additional exposure: #greenitecture #architecture #design #art #green #render #critday #archolution #architecture #architecturephotography #greenarchitecture #architecturehunter #archilovers #landscape #koozarch #architecturedrawing #interior #archlibrary #photography #instagood #house #home #interior #travel #bali #sustainable #tropical #cabin #jungle #woods #biophilia #biophilicdesign,cover-v2-embed,cover_r04_053.json,terrace_outdoor,villa,jungle_tropical,tropical,biophilic,neutral,medium,overcast_rain,False,False,,real_existing,real_footage,caption credits a real property (@artvillascostarica) and videographer (shot by @hypermiggzz); wet surfaces and natural overcast light,low,high,"A rain-soaked teak deck with a stone soaking tub at an infinity-pool edge, framed by giant elephant-ear leaves and jungle hills.",aspirational,🌱 Relax at this jungle oasis! 🥰,none,Costa Rica (via credited handle @artvillascostarica),,False,theme_page,en,terrace_outdoor;pool;bathroom,green;brown;grey;turquoise,wood;concrete;water;plants;metal,rain,water_feature;pool;view_reveal
DaEIpdbN9P5,astraluxestudio,ok,ok,reel,12K followers,12000,112,2186,43,755,5,True,2,1,False,False,When Art Deco met Modernism. And neither blinked.  Dark velvet. Checkerboard. Coffered ceiling. Mauve walls.  This is what happens when two eras stop competing and start collaborating — a living room that feels like a 1920s penthouse and a 2025 design magazine at the same time.  This is the direction we're taking luxury interiors in India.  Are you ready for it?  📍 Navi Mumbai | PAN India & Online consultations available 📩 astraluxestudio@gmail.com  #artdeco #modernistinterior #livingroomdesign #luxuryinteriors #interiordesignmumbai darkinteriors velvetsofa indianinteriors navimumbai astraluxestudio interiorinspiration moodyinteriors boutiquehotel designtrends checkerboard homedecor mumbaiinteriors reelsviral interiordesignindia premiuminteriors,cover-v2-embed,cover_r04_053.json,dining,apartment,none,art_deco,mid_century,warm,medium,daylight,False,False,Art Deco hits Modernism,aspirational_realistic,unclear,"editorial photoreal look with no obvious artifacts; caption presents it as a design direction rather than a completed project, so photo vs AI/render cannot be told",high,high,"A moulded cream foyer with gilt mirror frames a doorway into an oxblood dining room with cane-back velvet chairs, marble table and oversized globe pendants.",contrarian,When Art Deco met Modernism. And neither blinked.,question_engagement,Navi Mumbai,,False,designer_studio,en,dining;stairs_hall,burgundy;cream;brown;gold,wood;marble;plaster;fabric;rattan;glass;metal;plants,none,text_overlay;door_or_threshold
Dc4TZ7cSw6J,im_ericwang,ok,ok,reel,1M followers,1000000,449,532706,316,137,5,False,2,0,False,False,My japanese midcentury home during the day vs. at night ☀️🌃 - - - #midcenturymodern #homedecor #interiordesign #japanesedesign #furniture,cover-v2-embed,cover_r04_054.json,stairs_hall,house,none,mid_century,japandi,warm,bright,daylight,False,True,day vs.,real_existing,real_footage,"real camera footage of the creator in his own home; natural clutter (cables, outlet, plants), real skylight glow",medium,high,"Creator stands in a warm wood-paneled Japanese mid-century hall under a glowing grid skylight above a black spiral staircase, with a 'day vs.' teaser text.",descriptive,My japanese midcentury home during the day vs. at night ☀️🌃,none,,,False,lifestyle_influencer,en,stairs_hall,brown;beige;white;black,wood;glass;metal;plants;fabric;rattan,none,text_overlay;person
Db-o6YVR3If,dystopiccity,ok,ok,reel,30K followers,30000,335,,330,583,5,False,0,0,False,False,"NOT EVERY NIGHT IN NIGHT CIRCUIT BEGINS AT A CASINO.  Along the avenues bordering Neon Spine, hotels and gaming halls become less common, but the streets remain among the busiest in the district.  Open-air food stalls, small restaurants and illuminated counters stay active late into the night, serving the constant flow of people moving through the area.  Some stop for a meal. Others are only passing through.  Either way, this part of Night Circuit rarely slows down.  Less gambling. Fewer hotels. The same restless nightlife.  DYSTOPIC 1.6  #ai #aicinema #cyberpunk #aiart #scifi",cover-v2-embed,cover_r04_054.json,other,unusual_structure,city_skyline,cyberpunk,futuristic,cool,dark,night_artificial,False,True,,stylized_dreamy,ai_generated,caption tags #ai #aicinema #aiart; garbled billboard lettering and AI-typical neon megacity look,low,high,First-person POV with hands in frame walking along a neon-lit elevated promenade with bars above a multi-level cyberpunk megacity of giant screens.,fantasy,NOT EVERY NIGHT IN NIGHT CIRCUIT BEGINS AT A CASINO.,none,Night Circuit / Neon Spine (fictional),,True,ai_creator,en,other,blue;purple;black;orange,metal;glass;concrete,city_lights,person;dramatic_scale;unusual_architecture
DXeZzzbjsOp,wayup_media,ok,ok,reel,942K followers,942000,3170,25315,185,318,3,False,0,3,False,False,"I think I found my dream home… The backyard features a sports court, pool, and spa. Throughout the interior of the home you'll find Versace tile, artful moss walls, and a level of detail you don't see everyday  Agents: @tushar_vakhariya & @renee_lossia_acho FPV Drone Pilot: @t_fairbanks  #luxury #realestate #michigan",cover-v2-embed,cover_r04_054.json,exterior_facade,mansion,none,modern_luxury,,cool,medium,blue_hour,False,False,The Front VS The Back,real_existing,real_footage,real FPV drone footage with motion blur on the driveway; caption credits listing agents and FPV drone pilot,low,high,"Symmetrical white mansion with dark hip roofs at dusk seen down a long driveway, framed by a 'The Front VS The Back' comparison hook.",aspirational,I think I found my dream home…,none,Michigan (hashtag),,False,media_publication,en,exterior_facade;garden_landscape,blue;white;grey;green,concrete;plaster;glass;plants,none,text_overlay;exterior_reveal
